expansion_,craft_,rarity_,pp_,CardName,Code
Dawnbreak Nightedge,Dragoncraft,Legendary,9,Jerva of Draconic Mail,6Tgso
Dawnbreak Nightedge,Dragoncraft,Legendary,10,Lindworm,6Tgsy
Dawnbreak Nightedge,Dragoncraft,Legendary,2,Whitefrost Dragonewt Filene,6Tgt6
Dawnbreak Nightedge,Shadowcraft,Bronze,2,Orator of the Bones,6TxyY
Dawnbreak Nightedge,Shadowcraft,Bronze,5,Death the Nyctophile,6Txyi
Dawnbreak Nightedge,Shadowcraft,Bronze,1,Mischievous Spirit,6Txys
Dawnbreak Nightedge,Shadowcraft,Bronze,2,Regenerate Spirit,6TyhQ
Dawnbreak Nightedge,Shadowcraft,Silver,3,Big Soul Hunter,6T-Oo
Dawnbreak Nightedge,Shadowcraft,Silver,4,Mighty Arm Skeleton,6T-Oy
Dawnbreak Nightedge,Shadowcraft,Silver,3,Poltergeist,6T_7g
Dawnbreak Nightedge,Shadowcraft,Gold,7,Fickle Resurrector,6U0r2
Dawnbreak Nightedge,Shadowcraft,Gold,3,Everdark Strix,6U0rC
Dawnbreak Nightedge,Shadowcraft,Gold,2,Lord Deathskull,6U0rM
Dawnbreak Nightedge,Shadowcraft,Legendary,6,"Ceridwen, Eternity Hunter",6U3HI
Dawnbreak Nightedge,Shadowcraft,Legendary,7,Hinterland Ghoul,6U3HS
Dawnbreak Nightedge,Shadowcraft,Legendary,7,"Arcus, Ghostly Manager",6U3Hc
Dawnbreak Nightedge,Bloodcraft,Bronze,3,Nightmare Devil,6UKN2
Dawnbreak Nightedge,Bloodcraft,Bronze,9,Calamity's Archdemon,6UKNC
Dawnbreak Nightedge,Bloodcraft,Bronze,5,Delirious Demon,6UKNM
Dawnbreak Nightedge,Bloodcraft,Bronze,2,Summon Bloodkin,6UL5w
Dawnbreak Nightedge,Bloodcraft,Silver,1,"Buller, Blood Maiden",6UMpI
Dawnbreak Nightedge,Bloodcraft,Silver,2,Silverchain Disciple,6UMpS
Dawnbreak Nightedge,Bloodcraft,Silver,1,Red Talonstrike,6UNYA
Dawnbreak Nightedge,Bloodcraft,Gold,5,Oldblood King,6UPFY
Dawnbreak Nightedge,Bloodcraft,Gold,2,"Raven, Eventide Vampire",6UPFi
Dawnbreak Nightedge,Bloodcraft,Gold,0,Gift for Bloodkin,6UP-Q
Dawnbreak Nightedge,Bloodcraft,Legendary,6,"Vania, Nightshade Vampire",6URho
Dawnbreak Nightedge,Bloodcraft,Legendary,8,Darkfeast Bat,6URhy
Dawnbreak Nightedge,Bloodcraft,Legendary,3,"Waltz, King of Wolves",6URi6
Dawnbreak Nightedge,Havencraft,Bronze,2,Deathscythe Nun,6Uini
Dawnbreak Nightedge,Havencraft,Bronze,5,Lycaon,6Uins
Dawnbreak Nightedge,Havencraft,Bronze,2,Moriae Encomium,6UjGo
Dawnbreak Nightedge,Havencraft,Bronze,2,Holy Lion Crystal,6UjWQ
Dawnbreak Nightedge,Havencraft,Silver,3,Peaceweaver,6UlDo
Dawnbreak Nightedge,Havencraft,Silver,2,Temple of the Holy Lion,6UlTQ
Dawnbreak Nightedge,Havencraft,Silver,4,Opposing Statues,6Ulj2
Dawnbreak Nightedge,Havencraft,Gold,2,Jeweled Priestess,6Ung2
Dawnbreak Nightedge,Havencraft,Gold,5,Tenko's Shrine,6Unvg
Dawnbreak Nightedge,Havencraft,Gold,3,Whitefang Temple,6Uo9I
Dawnbreak Nightedge,Havencraft,Legendary,7,Godsworn Alexiel,6Uq6I
Dawnbreak Nightedge,Havencraft,Legendary,5,Ceryneian Hind,6Uq6S
Dawnbreak Nightedge,Havencraft,Legendary,6,Tutankhamun,6Uq6c
Dawnbreak Nightedge,Portalcraft,Bronze,2,Knower of History,6V5C2
Dawnbreak Nightedge,Portalcraft,Bronze,4,Cruel Puppetmaster,6V5CC
Dawnbreak Nightedge,Portalcraft,Bronze,3,Junk,6V5CM
Dawnbreak Nightedge,Portalcraft,Bronze,2,Rocket Knuckles,6V5ww
Dawnbreak Nightedge,Portalcraft,Silver,2,"Miriam, Synthetic Being",6V7eI
Dawnbreak Nightedge,Portalcraft,Silver,5,"Dirk, Steelarm Battler",6V7eS
Dawnbreak Nightedge,Portalcraft,Silver,4,Crystal Cannon,6V7tw
Dawnbreak Nightedge,Portalcraft,Gold,7,"Zwei, Murderous Puppet",6VA4Y
Dawnbreak Nightedge,Portalcraft,Gold,3,Devil of the Gaps,6VA4i
Dawnbreak Nightedge,Portalcraft,Gold,5,Heartless Battle,6VApQ
Dawnbreak Nightedge,Portalcraft,Legendary,8,"Orchis, Puppet Girl",6VCWo
Dawnbreak Nightedge,Portalcraft,Legendary,7,That Which Erases,6VCWy
Dawnbreak Nightedge,Portalcraft,Legendary,7,Electromagical Rhino,6VCX6
Brigade of the Sky,Neutral,Bronze,4,"Rackam, Airship Pilot",6Vs12
Brigade of the Sky,Neutral,Bronze,3,Lowain of the Brofamily,6Vs1C
Brigade of the Sky,Neutral,Bronze,2,Investigation,6Vslw
Brigade of the Sky,Neutral,Silver,6,"Katalina, Sky Guardian",6VuTI
Brigade of the Sky,Neutral,Silver,2,Genesis of Legend,6VuyY
Brigade of the Sky,Neutral,Gold,2,"Lyria, Azure Maiden",6VwvY
Brigade of the Sky,Neutral,Gold,3,"Khaiza, Radical Gourmand",6Vwvi
Brigade of the Sky,Neutral,Gold,2,Seraphic Blade,6VxeQ
Brigade of the Sky,Neutral,Legendary,9,Proto Bahamut,6VzLo
Brigade of the Sky,Neutral,Legendary,2,Legendary Fighter,6VzLy
Brigade of the Sky,Forestcraft,Bronze,2,Devil Flower,6WERY
Brigade of the Sky,Forestcraft,Bronze,2,Utopian Fairy,6WERi
Brigade of the Sky,Forestcraft,Bronze,3,Myconid,6WERs
Brigade of the Sky,Forestcraft,Bronze,1,Fairy Refuge,6WEwo
Brigade of the Sky,Forestcraft,Silver,4,Sutera of the Sacred Bow,6WGto
Brigade of the Sky,Forestcraft,Silver,5,Witherwood Guardian,6WGty
Brigade of the Sky,Forestcraft,Silver,8,Owlbear,6WGu6
Brigade of the Sky,Forestcraft,Gold,3,"Shamu & Shama, Noblekin",6WJK2
Brigade of the Sky,Forestcraft,Gold,4,"Metera, Peerless Shot",6WJKC
Brigade of the Sky,Forestcraft,Gold,4,Burst Shot,6WK2w
Brigade of the Sky,Forestcraft,Legendary,5,"Korwa, Ravishing Designer",6WLmI
Brigade of the Sky,Forestcraft,Legendary,5,Godhunter Selwyn,6WLmS
Brigade of the Sky,Forestcraft,Legendary,9,Sky Devouring Horror,6WLmc
Brigade of the Sky,Swordcraft,Bronze,3,"Tanya, Shadow Enforcer",6Wcs2
Brigade of the Sky,Swordcraft,Bronze,4,Princess Teena,6WcsC
Brigade of the Sky,Swordcraft,Bronze,2,Tycoon,6WcsM
Brigade of the Sky,Swordcraft,Bronze,1,Grand Auction,6Wdaw
Brigade of the Sky,Swordcraft,Silver,3,"Charlotta, Tiny Justice",6WfII
Brigade of the Sky,Swordcraft,Silver,1,Sellsword Lucius,6WfIS
Brigade of the Sky,Swordcraft,Silver,2,Ageworn Weaponry,6WfnY
Brigade of the Sky,Swordcraft,Gold,4,"Dei, Secret Agent",6WhkY
Brigade of the Sky,Swordcraft,Gold,5,Sky Gladiator,6Whki
Brigade of the Sky,Swordcraft,Gold,5,Dragon Knights,6WiTQ
Brigade of the Sky,Swordcraft,Legendary,6,"Zeta, Crimson Lancer",6WkAo
Brigade of the Sky,Swordcraft,Legendary,8,"Latham, Honorable Knight",6WkAy
Brigade of the Sky,Swordcraft,Legendary,6,Ironfist Beast Warrior,6WkB6
Brigade of the Sky,Runecraft,Bronze,2,Black Witch Anna,6W_GY
Brigade of the Sky,Runecraft,Bronze,5,Peacemancer,6W_Gi
Brigade of the Sky,Runecraft,Bronze,2,Grand Spire,6W__Q
Brigade of the Sky,Runecraft,Bronze,5,Fate's Hand,6W__a
Brigade of the Sky,Runecraft,Silver,8,Abyss Summoner,6X1io
Brigade of the Sky,Runecraft,Silver,3,"Clarisse, Unpolished Mage",6X1iy
Brigade of the Sky,Runecraft,Silver,4,Burgeoning Genius,6X2Rg
Brigade of the Sky,Runecraft,Gold,7,"Ms. Miranda, Light Mage",6X492
Brigade of the Sky,Runecraft,Gold,4,"Cagliostro, Adorable Genius",6X49C
Brigade of the Sky,Runecraft,Gold,1,Mystic Rune,6X4Og
Brigade of the Sky,Runecraft,Legendary,6,"Arulumaya, Mystic Seer",6X6bI
Brigade of the Sky,Runecraft,Legendary,6,Despondent Chimera,6X6bS
Brigade of the Sky,Runecraft,Legendary,4,"Vesper, Witchhunter",6X6bc
Brigade of the Sky,Dragoncraft,Bronze,2,Dragon Huntress,6XNh2
Brigade of the Sky,Dragoncraft,Bronze,7,Albacore,6XNhC
Brigade of the Sky,Dragoncraft,Bronze,3,Venomtail Salamander,6XNhM
Brigade of the Sky,Dragoncraft,Bronze,5,Tail Swing,6XOPw
Brigade of the Sky,Dragoncraft,Silver,3,"Aliza, Pugilist Princess",6XQ7I
Brigade of the Sky,Dragoncraft,Silver,2,Hatchling,6XQ7S
Brigade of the Sky,Dragoncraft,Silver,3,Dragon Sanctum,6XQcY
Brigade of the Sky,Dragoncraft,Gold,5,True Dragon Scathacha,6XSZY
Brigade of the Sky,Dragoncraft,Gold,4,Pyrewyrm Commander,6XSZi
Brigade of the Sky,Dragoncraft,Gold,8,Poseidon,6XSZs
Brigade of the Sky,Dragoncraft,Legendary,11,"Zooey, Arbiter of the Skies",6XU_o
Brigade of the Sky,Dragoncraft,Legendary,7,Adramelech,6XU_y
Brigade of the Sky,Dragoncraft,Legendary,6,Warbreaker Dragoon,6XV06
Brigade of the Sky,Shadowcraft,Bronze,5,Melancholic Medium,6Xm5Y
Brigade of the Sky,Shadowcraft,Bronze,2,"Sarunan, Cursebound Lover",6Xm5i
Brigade of the Sky,Shadowcraft,Bronze,2,Golden Casket,6XmLA
Brigade of the Sky,Shadowcraft,Bronze,1,Soul Conversion,6XmqQ
Brigade of the Sky,Shadowcraft,Silver,3,"Fran, Monster Girl",6XoXo
Brigade of the Sky,Shadowcraft,Silver,2,"Lady Grey, Deathweaver",6XoXy
Brigade of the Sky,Shadowcraft,Silver,4,Stygian Warden,6XoY6
Brigade of the Sky,Shadowcraft,Gold,3,Fiendish Wraithknight,6Xq-2
Brigade of the Sky,Shadowcraft,Gold,2,"Danua, Grim Puppetmaster",6Xq-C
Brigade of the Sky,Shadowcraft,Gold,7,Plagued City,6XrTI
Brigade of the Sky,Shadowcraft,Legendary,2,"Ferry, Spirit Maiden",6XtQI
Brigade of the Sky,Shadowcraft,Legendary,10,"Mordecai, Eternal Duelist",6XtQS
Brigade of the Sky,Shadowcraft,Legendary,1,Gremory,6XtQc
Brigade of the Sky,Bloodcraft,Bronze,2,Bewitching Succubus,6Y8W2
Brigade of the Sky,Bloodcraft,Bronze,3,"Zehek, the Cursebranded",6Y8WC
Brigade of the Sky,Bloodcraft,Bronze,4,Devil Hand,6Y8WM
Brigade of the Sky,Bloodcraft,Bronze,3,Crimson Desire,6Y9Ew
Brigade of the Sky,Bloodcraft,Silver,2,Alexandrite Demon,6YAyI
Brigade of the Sky,Bloodcraft,Silver,6,"Pommern, Erste's Pride",6YAyS
Brigade of the Sky,Bloodcraft,Silver,0,Restless Parish,6YBRY
Brigade of the Sky,Bloodcraft,Gold,5,Evil Eye Demon,6YDOY
Brigade of the Sky,Bloodcraft,Gold,4,"Narmaya, Ephemeral Blade",6YDOi
Brigade of the Sky,Bloodcraft,Gold,3,Girtablilu,6YDOs
Brigade of the Sky,Bloodcraft,Legendary,2,"Vira, Knight Fanatic",6YFqo
Brigade of the Sky,Bloodcraft,Legendary,10,Purson,6YFqy
Brigade of the Sky,Bloodcraft,Legendary,5,Thunder Behemoth,6YFr6
Brigade of the Sky,Havencraft,Bronze,3,Bashful Al-mi'raj,6YWwY
Brigade of the Sky,Havencraft,Bronze,2,"Hazen, Priest of the Wind",6YWwi
Brigade of the Sky,Havencraft,Bronze,5,Angelic Idol,6YWws
Brigade of the Sky,Havencraft,Bronze,1,Sealed Tome,6YXPo
Brigade of the Sky,Havencraft,Silver,1,Father Punishment,6YZMo
Brigade of the Sky,Havencraft,Silver,3,"Sophia, Pious Pilgrim",6YZMy
Brigade of the Sky,Havencraft,Silver,3,Prism Swing,6Ya5g
Brigade of the Sky,Havencraft,Gold,2,Holy Priest Lorena,6Ybp2
Brigade of the Sky,Havencraft,Gold,1,"Petra, Ether of the Wind",6YbpC
Brigade of the Sky,Havencraft,Gold,8,Themis's Purge,6YcXw
Brigade of the Sky,Havencraft,Legendary,6,"De La Fille, Gem Princess",6YeFI
Brigade of the Sky,Havencraft,Legendary,9,"Garuda, Ruler of Storms",6YeFS
Brigade of the Sky,Havencraft,Legendary,9,"Tzekibaba, Forsaken God",6YeFc
Brigade of the Sky,Portalcraft,Bronze,3,"Jessica, Cheerful Cannoneer",6YvL2
Brigade of the Sky,Portalcraft,Bronze,2,Ancient War Machine,6YvLC
Brigade of the Sky,Portalcraft,Bronze,5,Enkidu,6YvLM
Brigade of the Sky,Portalcraft,Bronze,1,Ancient Apparatus,6YvqI
Brigade of the Sky,Portalcraft,Silver,6,"Basileus, Outworld Invader",6YxnI
Brigade of the Sky,Portalcraft,Silver,5,"Nicholas, Stalwart Inventor",6YxnS
Brigade of the Sky,Portalcraft,Silver,5,Captivating Conductor,6YyWA
Brigade of the Sky,Portalcraft,Gold,2,Paracelsus,6Y-DY
Brigade of the Sky,Portalcraft,Gold,3,"Cucouroux, Green Gunsmith",6Y-Di
Brigade of the Sky,Portalcraft,Gold,5,Artifact Spark,6Y-yQ
Brigade of the Sky,Portalcraft,Legendary,7,"Silva, Ardent Sniper",6Z0fo
Brigade of the Sky,Portalcraft,Legendary,2,"Lococo, Little Puppeteer",6Z0fy
Brigade of the Sky,Portalcraft,Legendary,3,Malocchio,6Z0g6
Omen of the Ten,Neutral,Bronze,6,Sgathaich,6ZgA2
Omen of the Ten,Neutral,Bronze,1,Steadfast Angel,6ZgAC
Omen of the Ten,Neutral,Bronze,2,Goblin Fighter,6ZgAM
Omen of the Ten,Neutral,Silver,7,Armored Troll,6ZicI
Omen of the Ten,Neutral,Silver,3,Craving's Splendor,6ZjLA
Omen of the Ten,Neutral,Gold,4,"Feena, Dynamite Daredevil",6Zl2Y
Omen of the Ten,Neutral,Gold,5,Apostle of Craving,6Zl2i
Omen of the Ten,Neutral,Gold,4,"Lyrial, Archer Throne",6Zl2s
Omen of the Ten,Neutral,Legendary,5,"Mjerrabaine, Omen of One",6ZnUo
Omen of the Ten,Neutral,Legendary,7,"Gilnelise, Omen of Craving",6ZnUy
Omen of the Ten,Forestcraft,Bronze,4,Furious Mountain Deity,6a2aY
Omen of the Ten,Forestcraft,Bronze,2,Servant of Unkilling,6a2ai
Omen of the Ten,Forestcraft,Bronze,2,Whispering Woods,6a33o
Omen of the Ten,Forestcraft,Bronze,1,Fairy Circle,6a3JQ
Omen of the Ten,Forestcraft,Silver,5,Hornet Soldier,6a50o
Omen of the Ten,Forestcraft,Silver,4,Disciple of Unkilling,6a50y
Omen of the Ten,Forestcraft,Silver,0,Mark of the Unkilling,6a5lg
Omen of the Ten,Forestcraft,Gold,7,Luxglaive Bayle,6a7T2
Omen of the Ten,Forestcraft,Gold,5,Apostle of Unkilling,6a7TC
Omen of the Ten,Forestcraft,Gold,2,"Lily, Crystalian Conductor",6a7TM
Omen of the Ten,Forestcraft,Legendary,10,"Izudia, Omen of Unkilling",6a9vI
Omen of the Ten,Forestcraft,Legendary,1,"Tia, Crystalian Noble",6a9vS
Omen of the Ten,Forestcraft,Legendary,3,"Liza, Queen of the Forest",6a9vc
Omen of the Ten,Swordcraft,Bronze,4,Battlefield Beauty,6aQ_2
Omen of the Ten,Swordcraft,Bronze,3,Weathered Vanguard,6aQ_C
Omen of the Ten,Swordcraft,Bronze,2,Servant of Usurpation,6aQ_M
Omen of the Ten,Swordcraft,Bronze,2,Usurping Spineblade,6aRjw
Omen of the Ten,Swordcraft,Silver,4,Aloadae,6aTRI
Omen of the Ten,Swordcraft,Silver,3,High-Seas Hero,6aTRS
Omen of the Ten,Swordcraft,Silver,3,Disciple of Usurpation,6aTRc
Omen of the Ten,Swordcraft,Gold,1,Rapier Master,6aVtY
Omen of the Ten,Swordcraft,Gold,5,Apostle of Usurpation,6aVti
Omen of the Ten,Swordcraft,Gold,5,Giantsbane Swordsman,6aVts
Omen of the Ten,Swordcraft,Legendary,3,"Octrice, Omen of Usurpation",6aYJo
Omen of the Ten,Swordcraft,Legendary,9,Jiraiya,6aYJy
Omen of the Ten,Swordcraft,Legendary,5,"Magnolia, Battlefield Muse",6aYK6
Omen of the Ten,Runecraft,Bronze,2,"Owen, Knight of Mysteria",6apPY
Omen of the Ten,Runecraft,Bronze,7,Servant of Truth,6apPi
Omen of the Ten,Runecraft,Bronze,1,Scrap Iron Smelter,6apfA
Omen of the Ten,Runecraft,Bronze,3,Astral Divination,6aq8Q
Omen of the Ten,Runecraft,Silver,3,Disciple of Truth,6arro
Omen of the Ten,Runecraft,Silver,6,Truth's Adjudication,6asag
Omen of the Ten,Runecraft,Silver,3,Sleep Incantation,6asaq
Omen of the Ten,Runecraft,Gold,9,"Anne, Mysterian Prodigy",6auI2
Omen of the Ten,Runecraft,Gold,2,Apostle of Truth,6auIC
Omen of the Ten,Runecraft,Gold,3,"Grea, Mysterian Dragoness",6auIM
Omen of the Ten,Runecraft,Legendary,20,Prophetess of Creation,6awkI
Omen of the Ten,Runecraft,Legendary,7,"Raio, Omen of Truth",6awkS
Omen of the Ten,Runecraft,Legendary,5,Orichalcum Golem,6awkc
Omen of the Ten,Dragoncraft,Bronze,3,Serpent Drake,6bBq2
Omen of the Ten,Dragoncraft,Bronze,4,Draconic Sniper,6bBqC
Omen of the Ten,Dragoncraft,Bronze,2,Servant of Disdain,6bBqM
Omen of the Ten,Dragoncraft,Bronze,3,Mesozoic Era,6bCYw
Omen of the Ten,Dragoncraft,Silver,4,Griffonback Guard,6bEGI
Omen of the Ten,Dragoncraft,Silver,1,"Giselle, Mermaid Healer",6bEGS
Omen of the Ten,Dragoncraft,Silver,1,Disciple of Disdain,6bEGc
Omen of the Ten,Dragoncraft,Gold,4,Apostle of Disdain,6bGiY
Omen of the Ten,Dragoncraft,Gold,4,Pure-Voiced Dragoon,6bGii
Omen of the Ten,Dragoncraft,Gold,1,Disdainful Rending,6bHRQ
Omen of the Ten,Dragoncraft,Legendary,5,"Galmieux, Omen of Disdain",6bJ8o
Omen of the Ten,Dragoncraft,Legendary,7,"Jabberwock, Nightmare Spawn",6bJ8y
Omen of the Ten,Dragoncraft,Legendary,2,"Masamune, Raging Dragon",6bJ96
Omen of the Ten,Shadowcraft,Bronze,5,Netherworld Horseman,6baEY
Omen of the Ten,Shadowcraft,Bronze,4,Sinister Sarcophagus,6baEi
Omen of the Ten,Shadowcraft,Bronze,2,Servant of Silence,6baEs
Omen of the Ten,Shadowcraft,Bronze,1,Silent Purge,6bazQ
Omen of the Ten,Shadowcraft,Silver,4,"Orthrus, Junior Hellhound",6bcgo
Omen of the Ten,Shadowcraft,Silver,3,Disciple of Silence,6bcgy
Omen of the Ten,Shadowcraft,Silver,8,Vile Torrent,6bdPg
Omen of the Ten,Shadowcraft,Gold,6,"Charon, Stygian Ferrywoman",6bf72
Omen of the Ten,Shadowcraft,Gold,4,Apostle of Silence,6bf7C
Omen of the Ten,Shadowcraft,Gold,5,"Crow, Regent of Darkness",6bf7M
Omen of the Ten,Shadowcraft,Legendary,5,"Cerberus, Hound of Hades",6bhZI
Omen of the Ten,Shadowcraft,Legendary,3,"Rulenye, Omen of Silence",6bhZS
Omen of the Ten,Shadowcraft,Legendary,4,Osiris,6bhZc
Omen of the Ten,Bloodcraft,Bronze,4,Swordserpent Guardian,6byf2
Omen of the Ten,Bloodcraft,Bronze,2,Bloodthirsty Hamster,6byfC
Omen of the Ten,Bloodcraft,Bronze,2,Servant of Lust,6byfM
Omen of the Ten,Bloodcraft,Bronze,3,Throne of Solitude,6bz8I
Omen of the Ten,Bloodcraft,Silver,4,Dark Elemental,6b_5I
Omen of the Ten,Bloodcraft,Silver,1,Disciple of Lust,6b_5S
Omen of the Ten,Bloodcraft,Silver,2,Wings of Lust,6b_qA
Omen of the Ten,Bloodcraft,Gold,5,Apostle of Lust,6c1XY
Omen of the Ten,Bloodcraft,Gold,4,Flauros,6c1Xi
Omen of the Ten,Bloodcraft,Gold,4,"Trill, Devilish Idol",6c1Xs
Omen of the Ten,Bloodcraft,Legendary,3,"Valnareik, Omen of Lust",6c3zo
Omen of the Ten,Bloodcraft,Legendary,7,Calamity Bringer,6c3zy
Omen of the Ten,Bloodcraft,Legendary,5,"Milnard, Dark Fiend",6c3-6
Omen of the Ten,Havencraft,Bronze,2,Sister Falconer,6cL3Y
Omen of the Ten,Havencraft,Bronze,7,Sanctum Keepers,6cL3i
Omen of the Ten,Havencraft,Bronze,3,Servant of Repose,6cL3s
Omen of the Ten,Havencraft,Bronze,2,Realm of Repose,6cLYo
Omen of the Ten,Havencraft,Silver,2,Unicorn Knight,6cNVo
Omen of the Ten,Havencraft,Silver,2,Disciple of Repose,6cNVy
Omen of the Ten,Havencraft,Silver,3,Feather Rush,6cOEg
Omen of the Ten,Havencraft,Gold,4,Apostle of Repose,6cPy2
Omen of the Ten,Havencraft,Gold,5,Assault Priest,6cPyC
Omen of the Ten,Havencraft,Gold,3,City of Gold,6cQBg
Omen of the Ten,Havencraft,Legendary,8,"Lapis, Glorious Seraph",6cSOI
Omen of the Ten,Havencraft,Legendary,4,"Marwynn, Omen of Repose",6cSOS
Omen of the Ten,Havencraft,Legendary,4,Holy Lion of Salvation,6cSOc
Omen of the Ten,Portalcraft,Bronze,2,Hydro Alchemist,6cjU2
Omen of the Ten,Portalcraft,Bronze,7,Silver Automaton,6cjUC
Omen of the Ten,Portalcraft,Bronze,3,Servant of Destruction,6cjUM
Omen of the Ten,Portalcraft,Bronze,2,Windup,6ckCw
Omen of the Ten,Portalcraft,Silver,1,Inspired Inventor,6clwI
Omen of the Ten,Portalcraft,Silver,2,Disciple of Destruction,6clwS
Omen of the Ten,Portalcraft,Silver,0,Mechanization,6cmfA
Omen of the Ten,Portalcraft,Gold,4,Apostle of Destruction,6coMY
Omen of the Ten,Portalcraft,Gold,2,Rukina of the Resistance,6coMi
Omen of the Ten,Portalcraft,Gold,4,Destructive Refrain,6cp5Q
Omen of the Ten,Portalcraft,Legendary,4,"Lishenna, Omen of Destruction",6cqoo
Omen of the Ten,Portalcraft,Legendary,4,Enervating Mail,6cqoy
Omen of the Ten,Portalcraft,Legendary,6,New Order,6cqp6
Altersphere,Neutral,Bronze,3,Barkeep,6dUJ2
Altersphere,Neutral,Bronze,4,High Enchantress,6dUJC
Altersphere,Neutral,Bronze,2,"Reize, Spice Cherub",6dUJM
Altersphere,Neutral,Silver,7,"Reina, Evolution's Herald",6dWlI
Altersphere,Neutral,Silver,4,Fortune's Font,6dXEY
Altersphere,Neutral,Gold,2,"Ephemera, Sword Angel",6dZBY
Altersphere,Neutral,Gold,7,Steelclad Minotaur,6dZBi
Altersphere,Neutral,Gold,5,Slash of the One,6dZwQ
Altersphere,Neutral,Legendary,9,Prince of Cocytus,6dbdo
Altersphere,Neutral,Legendary,7,Alterplane Arbiter,6dbdy
Altersphere,Forestcraft,Bronze,2,Zealot of Unkilling,6dsjY
Altersphere,Forestcraft,Bronze,3,Insane Dark Elf,6dsji
Altersphere,Forestcraft,Bronze,1,"Lila, Arborist",6dsjs
Altersphere,Forestcraft,Bronze,3,Ward of Unkilling,6dtCo
Altersphere,Forestcraft,Silver,5,Forest Defender,6dv9o
Altersphere,Forestcraft,Silver,2,"Michelle, the Mind Reader",6dv9y
Altersphere,Forestcraft,Silver,2,Predatory Might,6dvug
Altersphere,Forestcraft,Gold,5,"Setus, the Beastblade",6dxc2
Altersphere,Forestcraft,Gold,4,"Lycoris, Poisoner Princess",6dxcC
Altersphere,Forestcraft,Gold,4,"Lina & Lena, Twin Souls",6dxcM
Altersphere,Forestcraft,Legendary,4,"Carbuncle, Immortal Jewel",6d-2I
Altersphere,Forestcraft,Legendary,6,Forest Oracle Pascale,6d-2S
Altersphere,Forestcraft,Legendary,8,"Bab'zz, Hornet Queen",6d-2c
Altersphere,Swordcraft,Bronze,3,Wardog,6eF82
Altersphere,Swordcraft,Bronze,4,Zealot of Usurpation,6eF8C
Altersphere,Swordcraft,Bronze,2,"Ernesta, Magic Dealer",6eF8M
Altersphere,Swordcraft,Bronze,2,Godsent Stride,6eFsw
Altersphere,Swordcraft,Silver,7,Madlance Centaur,6eHaI
Altersphere,Swordcraft,Silver,3,"Ilmisuna, Arms Dealer",6eHaS
Altersphere,Swordcraft,Silver,5,Dance of Usurpation,6eIJA
Altersphere,Swordcraft,Gold,2,"Leod, the Crescent Blade",6eK0Y
Altersphere,Swordcraft,Gold,7,"Alyaska, Master Dealer",6eK0i
Altersphere,Swordcraft,Gold,5,Soldier's Vow,6eKGA
Altersphere,Swordcraft,Legendary,7,Blazing Lion Admiral,6eMSo
Altersphere,Swordcraft,Legendary,3,Aether of the Warrior Wing,6eMSy
Altersphere,Swordcraft,Legendary,10,"Dionne, Dancing Blade",6eMT6
Altersphere,Runecraft,Bronze,2,Rabbit Mage,6edYY
Altersphere,Runecraft,Bronze,9,Zealot of Truth,6edYi
Altersphere,Runecraft,Bronze,3,"Tico, Mysterian Spellnerd",6edYs
Altersphere,Runecraft,Bronze,2,Witch Snap,6eeHQ
Altersphere,Runecraft,Silver,5,Centaur Shaman,6ef-o
Altersphere,Runecraft,Silver,4,"Palla, Student Teacher",6ef-y
Altersphere,Runecraft,Silver,3,Veridic Discovery,6egjg
Altersphere,Runecraft,Gold,3,"Eleanor, Cosmic Flower",6eiR2
Altersphere,Runecraft,Gold,4,Lovely-Heart Monika,6eiRC
Altersphere,Runecraft,Gold,7,Edict of Truth,6ej9w
Altersphere,Runecraft,Legendary,3,Slumbering Calamity,6ektI
Altersphere,Runecraft,Legendary,6,Sweet-Tooth Medusa,6ektS
Altersphere,Runecraft,Legendary,2,"Geos, Runehammer",6ektc
Altersphere,Dragoncraft,Bronze,4,Geovore,6e_z2
Altersphere,Dragoncraft,Bronze,2,Zealot of Disdain,6e_zC
Altersphere,Dragoncraft,Bronze,3,Righteous Dragoon,6e_zM
Altersphere,Dragoncraft,Bronze,2,Sneer of Disdain,6f0hw
Altersphere,Dragoncraft,Silver,5,Vile Violet Dragon,6f2PI
Altersphere,Dragoncraft,Silver,8,"Elios, Loyal Dragoon",6f2PS
Altersphere,Dragoncraft,Silver,3,Dragonsoul Princess,6f2Pc
Altersphere,Dragoncraft,Gold,8,Wildflame Dragon,6f4rY
Altersphere,Dragoncraft,Gold,3,Annerose,6f4ri
Altersphere,Dragoncraft,Gold,2,Powerforge,6f5aQ
Altersphere,Dragoncraft,Legendary,4,Hastewing Dragonewt,6f7Ho
Altersphere,Dragoncraft,Legendary,7,Dragon Empress Otohime,6f7Hy
Altersphere,Dragoncraft,Legendary,4,Tlaloc,6f7I6
Altersphere,Shadowcraft,Bronze,2,Buffalo Bones,6fONY
Altersphere,Shadowcraft,Bronze,4,Zealot of Silence,6fONi
Altersphere,Shadowcraft,Bronze,5,Marian the Mummy,6fONs
Altersphere,Shadowcraft,Bronze,2,Manifest Malice,6fP6Q
Altersphere,Shadowcraft,Silver,2,Wight Knight,6fQpo
Altersphere,Shadowcraft,Silver,3,Chris Pumpkinhead,6fQpy
Altersphere,Shadowcraft,Silver,8,Death's Mistress,6fQq6
Altersphere,Shadowcraft,Gold,2,"Nicola, Forbidden Strength",6fTG2
